"ISIC4Code","ISIC4Part","NAICS2012Code","NAICS2012Part","Detail"
"2593",-1,"333514",-1,"except jigs, fixtures, and similar noncutting machine tool accessories"
"2593",-1,"333515",-1,"except noncutting accessories, such as work holders, dividing heads, and other special attachments for machine tools"
"2593",-1,"337920",-1,"drapery and curtain rods and hardware"
"2599",-1,"322220",-1,"foil bag manufacturing"
"2599",-1,"323111",-1,"looseleaf binding fittings"
"2599",-1,"331222",-1,"wire products except steel wire, steel wire shopping carts made in drawing plants, and insulated steel wire to be used as a conductor"
"2599",-1,"331318",-1,"aluminum wire products, made in drawing plants"
"2599",-1,"331420",-1,"copper mechanical wire products made in drawing mills, except drawing copper wire from purchased wire and drawing and insulating copper wire capable of being used as a conductor"
"2599",-1,"331491",-1,"other nonferrous wire products made in drawing plants"
"2599",-1,"332119",-1,"except metal stamping"
"2599",-1,"332215",-1,"except kitchen hand sieves"
"2599",-1,"332322",-1,"sheet metal countertops not fabricated at the site of construction"
"2599",-1,"332323",-1,"chain ladders"
"2599",-1,"332431",0,
"2599",-1,"332439",-1,"except light gauge containers over 300 liters and light gauge metal air cargo containers"
"2599",-1,"332613",0,
"2599",-1,"332618",-1,"except hand sieves manufacturing"
"2599",-1,"332721",0,
"2599",-1,"332722",0,
"2599",-1,"332999",-1,"except soap impregnated scouring pads, nonferrous metal foils, precious metal foils, hand bellows, horse bits, saddlery parts, and shower rods"
"2599",-1,"333992",-1,"welding rods and electrodes"
"2599",-1,"333999",-1,"industrial bellows, weather vanes"
"2599",-1,"337920",-1,"metal blinds"
"2599",-1,"339910",-1,"personal goods (cigar and cigarette cases, coin purses, compacts, etc.) of base metal and of base metal plated with precious metal"
"2599",-1,"339950",-1,"metal signs and metal sign letters"
"2599",-1,"339993",-1,"buckles, hooks, clasps, and similar"
"2599",-1,"339999",-1,"metal picture frames"
"2610",-1,"334412",0,
"2610",-1,"334413",0,
"2610",-1,"334416",0,
"2610",-1,"334417",0,
"2610",-1,"334418",0,
"2610",-1,"334419",0,
"2620",-1,"334111",0,
"2620",-1,"334112",0,
"2620",-1,"334118",0,"except digital cameras"
"2630",-1,"334210",0,
"2630",-1,"334220",-1,"except GPS equipment and satellite manufacturing"
"2630",-1,"334290",-1,"except motion detectors, traffic and pedestrian signaling equipment, and electromechanical safety and traffic control equipment"
"2640",-1,"334310",0,
"2640",-1,"339930",-1,"video game consoles (dedicated games)"
"2651",-1,"333997",-1,"laboratory scales and balances, incubators, and miscellaneous measuring devices for laboratories"
"2651",-1,"334220",-1,"GPS equipment manufacturing"
"2651",-1,"334290",-1,"motion detectors"
"2651",-1,"334511",0,
"2651",-1,"334512",0,
"2651",-1,"334513",0,
"2651",-1,"334514",-1,"except parking meters"
"2651",-1,"334515",0,
"2651",-1,"334516",0,
"2651",-1,"334519",-1,
"2652",-1,"334514",-1,"parking meters"
"2652",-1,"334519",-1,
"2660",-1,"334510",0,
"2660",-1,"334517",0,
"2670",-1,"333314",0,
"2670",-1,"333316",-1,"digital cameras; except duplicating, blueprinting, and photocopy machinery"
"2680",0,"334613",0,
"2710",-1,"333992",-1,"arc welding transformers"
"2710",-1,"335311",0,
"2710",-1,"335312",0,
"2710",-1,"335313",0,
"2710",-1,"335314",-1,"except electromagnetic brakes and clutches"
"2720",-1,"326199",-1,"plastics battery separators"
"2720",-1,"326299",-1,"rubber battery separators"
"2720",-1,"335911",0,
"2720",-1,"335912",0,
"2731",0,"335921",0,
"2732",-1,"331222",-1,"insulated steel cable capable of being used as a conductor, made in steel wire drawing plants"
"2732",-1,"331318",-1,"insulated aluminum wire capable of being used as a conductor, made in wire drawing plants"
"2732",-1,"331420",-1,"insulated copper wire made in integrated secondary smelting and drawing plants or made from purchased copper in drawing plants"
"2732",-1,"335929",0,
"2733",-1,"335931",0,
"2733",-1,"335932",0,
"2740",-1,"335110",0,
"2740",-1,"335121",0,
"2740",-1,"335122",0,
"2740",-1,"335129",-1,"except incandescent mantles and bug zappers without light"
"2740",-1,"336320",-1,
"2750",-1,"335210",0,
"2750",-1,"335221",0,
"2750",-1,"335222",0,
"2750",-1,"335224",0,
"2750",-1,"335228",0,
"2790",-1,"332216",-1,"electric hand held soldering irons and soldering guns"
"2790",-1,"333318",-1,"electrical teaching machines (except flight simulators)"
"2790",-1,"333618",-1,"electric outboard motors"
"2790",-1,"333992",-1,"welding, soldering, and brazing equipment, electrical"
"2790",-1,"334290",-1,"signaling equipment, such as traffic and pedestrian signaling equipment, sirens"
"2790",-1,"335129",-1,"bug zappers without light"
"2790",-1,"335314",-1,"electromagnetic brakes and clutches"
"2790",-1,"335991",-1,"except carbon and graphite fibers"
"2790",-1,"335999",0,
"2790",-1,"339950",-1,"except wooden, plastic, and metal nonelectric signs"
"2811",-1,"333611",0,
"2811",-1,"333618",-1,"except automotive diesel engines, motorcycle engines and electric outboard boat motors"
"2811",-1,"336310",-1,
"2812",-1,"332912",-1,"except ferrous and nonferrous fluid power hose fittings"
"2812",-1,"333995",0,
"2812",-1,"333996",0,
"2813",-1,"332911",0,
"2813",-1,"332913",-1,"except plastics plumbing fixture fittings and trim and copper pipe fittings"
"2813",-1,"332919",-1,"aerosol valves, hose nozzles (fire and garden), inline plumbing and heating valves (stops, cut-off etc.)"
"2813",-1,"333111",-1,"farm type windmills"
"2813",-1,"333415",-1,"air-conditioning compressors"
"2813",-1,"333911",0,
"2813",-1,"333912",-1,"except airless paint spraying systems, manual pump sprayers"
"2813",-1,"333913",0,
"2813",-1,"336310",-1,"pumps for mounting on internal combustion engines"
"2813",-1,"336320",-1,"electric fuel pumps"
"2813",-1,"336330",-1,"power steering pumps"
"2813",-1,"336340",-1,"brake master cylinders - hydraulic pumps"
"2813",-1,"336390",-1,"motor vehicle air-conditioning compressors"
"2813",-1,"336412",-1,"pumps used on aircraft engines"
"2813",-1,"339113",-1,"laboratory pumps (vacuum pumps and similar)"
"2814",-1,"332991",0,
"2814",-1,"333612",0,
"2814",-1,"333613",0,
"2815",-1,"333249",-1,"cement kilns and chemical kilns"
"2815",-1,"333414",-1,"except central heating boilers and radiators"
"2815",-1,"333415",-1,"forced air heating furnaces and heat pumps"
"2815",-1,"333994",0,
"2815",-1,"333999",-1,"cremating ovens"
"2816",-1,"332216",-1,"jacks (except hydraulic and pneumatic)"
"2816",-1,"332313",-1,"laminated crane hooks"
"2816",-1,"333120",-1,"construction cranes"
"2816",-1,"333131",-1,"rotary rail car dumpers"
"2816",-1,"333921",0,
"2816",-1,"333922",-1,"except mining conveyors"
"2816",-1,"333923",-1,"except locomotive cranes"
"2816",-1,"333924",-1,"except grocery carts made from purchased wire"
"2816",-1,"333999",-1,"hydraulic and pneumatic jacks, bridge and gate lifting machinery"
"2816",-1,"336211",-1,"dump truck lifting mechanisms and tail gate loaders"
"2817",-1,"325992",-1,"toner cartridges"
"2817",-1,"333316",-1,"duplicators,  blueprinting, and photocopy machinery"
"2817",-1,"333318",-1,
"2817",-1,"339940",-1,"staplers, hand-held punches, labelers, and similar office machinery, blackboards, whiteboards"
"2818",-1,"333111",-1,"electric hand held animal hair clippers"
"2818",-1,"333112",-1,"powered hand tools for lawn and garden use, such as hedge trimmers and blowers"
"2818",-1,"333120",-1,"hand held construction drilling equipment"
"2818",-1,"333131",-1,"hand held portable rock drills"
"2818",-1,"333991",-1,"except pneumatic spray guns"
"2819",-1,"332216",-1,"levels, tape measures and similar hand tools, machinists' precision tools (except optical)"
"2819",-1,"332410",-1,"heat exchangers"
"2819",-1,"332420",-1,"industrial autoclaves, fractioning columns, gas absorbers"
"2819",-1,"332919",-1,"lawn sprinklers"
"2819",-1,"333120",-1,"highway line painting equipment (spraying equipment)"
"2819",-1,"333241",-1,"beverage distilling machinery"
"2819",-1,"333249",-1,"calendering machinery for textiles; distilling equipment, except beverage and laboratory types"
"2819",-1,"333318",-1,"except electrical teaching machines, brake service machinery, portable floor sanding machines, commercial food service equipment, car washing machinery, wheel alignment and tire balancing equipment, carnival and amusement rides, type specific flight simulators and mechanical carpet sweepers"
"2819",-1,"333413",0,
"2819",-1,"333415",-1,"except separate air-conditioning compressors and forced air heating furnaces"
"2819",-1,"333912",-1,"airless paint spraying systems, manual pump sprayers"
"2819",-1,"333991",-1,"spray guns, pneumatic"
"2819",-1,"333992",-1,"except electrical welding and soldering equipment, welding rods and electrodes, and arc welding transformers"
"2819",-1,"333993",0,
"2819",-1,"333997",-1,"except laboratory scales and balances, incubators, and miscellaneous measuring devices for laboratories"
"2819",-1,"333999",-1,"except industrial bellows, cremating ovens, balancing equipment (except wheel balancing equipment), aircraft carrier catapults, and laboratory centrifuges"
"2819",-1,"336390",-1,"filters, automotive type including fuel, oil, air, etc.; except individual air-conditioning compressors"
"2819",-1,"339940",-1,"artists' air brushes"
"2819",-1,"339991",-1,"gaskets and sealing devices of a combination of materials or laminates of the same material"
"2819",-1,"339999",-1,"fire extinguishers"
"2821",-1,"332216",-1,"non-powered lawn mowers (e.g., rotary push mowers)"
"2821",-1,"333111",-1,"except cotton ginning machinery, farm type windmills, electric hand held animal hair clippers, and crop dryers, cream separators and similar of the type used on farms"
"2821",-1,"333112",-1,"except powered hand tools for lawn and garden use and garden wagons"
"2821",-1,"333120",-1,"logging machinery"
"2821",-1,"333243",-1,"log debarking machinery, log splitters, and similar"
"2822",-1,"333243",-1,
"2822",-1,"333249",-1,"hard plastic and hard rubber working machinery; electroplating machinery; other tools for working stone, glass etc."
"2822",-1,"333318",-1,"brake service machinery, such as drum or disc turning machines, portable floor sanding machines"
"2822",-1,"333514",-1,"jigs, fixtures, and similar machine tool accessories (noncutting)"
"2822",-1,"333515",-1,"parts and accessories for the machine tools: work holders, dividing heads and other special attachments for machine tools"
"2822",-1,"333517",-1,"except die-casting machinery"
"2822",-1,"333519",-1,
"2823",-1,"331511",-1,"rolling mill rolls and steel ingot molds"
"2823",-1,"332313",-1,"ladle bails"
"2823",-1,"332420",-1,"ladles, annealing pots, smelting pots, retorts, etc. for metallurgy"
"2823",-1,"333249",-1,"metal casting machinery (except die-casting)"
"2823",-1,"333517",-1,"die-casting machinery"
"2823",-1,"333519",-1,
"2824",-1,"333120",-1,"except logging machinery, highway lane painting equipment, hand held construction drills, construction cranes, and bits for construction and surface mining drills"
"2824",-1,"333131",-1,"except mining rail cars, portable rock drills, rotary rail car dumpers, and underground mining drill bits"
"2824",-1,"333132",0,
"2824",-1,"333922",-1,"mining conveyors"
"2825",-1,"333111",-1,"crop dryers, cream separators, etc. of the type used on farms (not the type used in food processing factories)"
"2825",-1,"333241",-1,"except beverage distilling machinery"
"2825",-1,"333249",-1,"tobacco processing machinery including cigarette making machines"
"2825",-1,"333318",-1,"commercial and service industry food processing equipment (restaurant, hotel, or catering type)"
"2826",-1,"333111",-1,"cotton ginning machinery"
"2826",-1,"333249",-1,"sewing machines, domestic and industrial types, leather working machinery; except calendering machinery for textiles"
"2826",-1,"333318",-1,
"2826",-1,"339993",-1,"sewing needles, household or commercial"
"2829",-1,"333242",0,
"2829",-1,"333243",-1,"except log debarking machinery and log splitters"
"2829",-1,"333244",0,
"2829",-1,"333249",-1,"except hard plastic and hard rubber working machinery; except industrial sewing machines, tobacco processing machinery, metal casting machinery, electroplating machinery, cement and chemical kilns, and distilling apparatus, except beverage and laboratory types"
"2829",-1,"333318",-1,"car washing machinery, wheel alignment and tire balancing equipment, carnival and amusement park rides, shooting galleries, roundabouts"
"2829",-1,"333999",-1,"balancing equipment (except wheel balancing) and aircraft carrier catapults"
"2829",-1,"339920",-1,"bowling alley equipment (pin setters and ball return equipment)"
"2910",-1,"333618",-1,"automotive diesel engines"
"2910",-1,"336111",0,
"2910",-1,"336112",0,
"2910",-1,"336120",0,
"2910",-1,"336211",-1,"assembly of completed vehicles on purchased chassis (upfitters)"
"2910",-1,"336213",0,
"2910",-1,"336310",-1,"motor vehicle engines, gasoline, new; factory rebuilding of automotive engines"
"2910",-1,"336510",-1,"trackless trolley buses (electric power from overhead or underground wires)"
"2910",-1,"336999",-1,"except ATV, snowmobile, and golf cart parts; personal watercraft, and animal drawn vehicles"
"2920",-1,"326199",-1,"plastics air cargo containers"
"2920",-1,"332420",-1,"heavy gauge containers for one or more modes of transportation including tanks for tanker trailers"
"2920",-1,"332439",-1,"air cargo containers, light gauge metal"
"2920",-1,"336211",-1,"except assembly of completed vehicles on purchased chassis, dump truck lifting mechanisms, and fifth wheel assemblies"
"2920",-1,"336212",0,
"2920",-1,"336214",0,
"2920",-1,"811121",-1,"custom fabrication of trailer bodies in a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
"2930",-1,"336211",-1,"fifth wheel assemblies"
"2930",-1,"336310",-1,"except complete motor vehicle engines and pumps for internal combustion engines"
"2930",-1,"336320",-1,"except electric fuel pumps"
"2930",-1,"336330",-1,"except power steering pumps"
"2930",-1,"336340",-1,"except asbestos based brake linings and brake master cylinders - hydraulic pumps"
"2930",-1,"336350",-1,"except asbestos based clutch facings"
"2930",-1,"336360",-1,"motor vehicle seats"
"2930",-1,"336390",-1,"except motor vehicle filters"
"2930",-1,"336999",-1,"ATV, snowmobile, and golf cart parts"
"3011",-1,"332312",-1,"prefabricated ship and barge sections"
"3011",-1,"332313",-1,"fabricated metal plate buoys"
"3011",-1,"336360",-1,"ship and floating structure seats"
"3011",-1,"336611",-1,"except repairs performed in a shipyard"
"3012",-1,"332312",-1,"prefabricated boat sections"
"3012",-1,"336612",0,
"3012",-1,"336999",-1,"personal watercraft"
"3020",-1,"333131",-1,"mining rail cars"
"3020",-1,"333923",-1,"locomotive cranes"
"3020",-1,"334290",-1,"electromechanical signaling, safety, and traffic control equipment (such as railroad crossing equipment)"
"3020",-1,"336360",-1,"railway equipment seats"
"3020",-1,"336510",-1,"except trackless trolley buses"
"3030",-1,"333318",-1,"flight simulators - type specific"
"3030",-1,"334220",-1,"satellites"
"3030",-1,"336360",-1,"aircraft seats"
"3030",-1,"336411",0,
"3030",-1,"336412",-1,"except pumps used on aircraft engines"
"3030",-1,"336413",0,
"3030",-1,"336414",0,
"3030",-1,"336415",0,
"3030",-1,"336419",0,
"3040",0,"336992",0,
"3091",-1,"333618",-1,"motorcycle engines"
"3091",-1,"336991",-1,"except bicycles and parts, metal tricycles"
"3092",-1,"336991",-1,"bicycles and bicycle parts, children's metal tricycles"
"3092",-1,"339113",-1,"wheel chairs"
"3092",-1,"339930",-1,"baby carriages and strollers"
"3099",-1,"331222",-1,"shopping carts made in wire drawing plants"
"3099",-1,"333112",-1,"garden wagons"
"3099",-1,"333924",-1,"grocery carts made from purchased wire, and similar"
"3099",-1,"336999",-1,"animal drawn wagons and buggies, vendor carts and similar"
"3100",-1,"321999",-1,"wood television, radio, and sewing machine cabinet manufacturing"
"3100",-1,"326199",-1,"plastics counter tops, not fabricated at the construction site"
"3100",-1,"337110",0,
"3100",-1,"337121",0,
"3100",-1,"337122",0,
"3100",-1,"337124",0,
"3100",-1,"337125",0,
"3100",-1,"337127",-1,"except hydraulic beauty and barber chairs"
"3100",-1,"337211",0,
"3100",-1,"337212",0,
"3100",-1,"337214",0,
"3100",-1,"337215",-1,"except wood partitions, finished plastics furniture parts, and metal room partitions"
"3100",-1,"337910",-1,"except rubber and plastic waterbed mattresses"
"3211",-1,"327999",-1,"manufacturing and working but not setting synthetic precious or semiprecious stones for jewelry uses"
"3211",-1,"339910",-1,"except engraving, chasing, or etching on precious jewelry, metal, or clad hollowware and silverware"
"3212",0,"339910",-1,"except personal goods of base metal or base metal plated with precious metal"
"3220",-1,"339920",-1,"game calls (mouth blown signaling instruments)"
"3220",-1,"339992",0,
"3220",-1,"339999",-1,"music boxes and whistles"
"3230",-1,"339920",-1,"except game calls, wet suits, bowling alley equipment, and pool tables and related equipment"
"3230",-1,"339930",-1,"miscellaneous sporting toys (wiffle ball bats, other)"
"3240",-1,"339920",-1,"billiard and pool tables and equipment"
"3240",-1,"339930",-1,"except sporting toys, baby carriages, strollers, and dedicated video game consoles"
"3240",-1,"339999",-1,"coin operated game machines, puppets, slot machines"
"3250",-1,"333249",-1,"laboratory distilling apparatus"
"3250",-1,"333999",-1,"laboratory centrifuges"
"3250",-1,"337127",-1,"hydraulic type beauty and barber chairs"
"3250",-1,"339112",0,
"3250",-1,"339113",-1,"except medicated surgical dressings, laboratory pumps, wheel chairs, and personal safety devices"
"3250",-1,"339114",0,
"3250",-1,"339115",0,
"3250",-1,"339116",0,
"3290",-1,"332215",-1,"kitchen hand sieves"
"3290",-1,"332618",-1,"other hand sieves manufacturing"
"3290",-1,"333318",-1,"mechanical carpet sweepers"
"3290",-1,"339113",-1,"personal safety devices"
"3290",-1,"339940",-1,"except artists' canvas boards, canvas frames, hand-held office machines, artists' air brushes, and carbon paper"
"3290",-1,"339993",-1,"except metal buckles, hooks, and similar, and sewing needles"
"3290",-1,"339994",0,
"3290",-1,"339995",0,
"3290",-1,"339999",-1,"except coin operated game machines, puppets, slot machines, music boxes, whistles, fire extinguishers, picture frames, hair nets, potpourri, and miscellaneous plastics items"
"3290",-1,"711510",-1,"taxidermists (wildlife artists)"
"331",0,"238290",-1,"ISIC group level link - servicing, repair and maintenance of miscellaneous building equipment performed by millwrights and machine rigging contractors"
"3311",-1,"811310",-1,"fabricated metal products"
"3311",-1,"811490",-1,"gun repair"
"3312",-1,"811212",-1,"repair of office machinery (except computers) and repair of dictating machines"
"3312",-1,"811219",-1,"weighing equipment repair and maintenance"
"3312",-1,"811310",-1,"except fabricated metal products, pulse generators, electrical equipment, shopping carts, trailers, other equipment, such as fishing nets, fertilizer bags, plastics and rubber products, non-metallic mineral products, commercial timing mechanisms, repair of trailers, and cleaning of industrial machinery"
"3312",-1,"811411",-1,"repair of power tools,  hand-held type"
"3312",-1,"811490",-1,"repair of bowling alley equipment"
"3313",-1,"443142",-1,"retail and repair of cameras combined, repair as primary source of receipts"
"3313",-1,"811211",-1,"camera repair shops"
"3313",-1,"811212",-1,"repair of digital cameras"
"3313",-1,"811213",-1,"repair of GPS devices"
"3313",-1,"811219",-1,"except repair and maintenance of weighing equipment"
"3313",-1,"811310",-1,"repair of pulse generators"
"3314",0,"811310",-1,"repair of electrical equipment"
"3315",-1,"336611",-1,"repair and maintenance performed in a shipyard"
"3315",-1,"441222",-1,"retail and repair of new boats, primarily repair"
"3315",-1,"488190",-1,"except non-repair services, such as aircraft testing services"
"3315",-1,"488210",-1,"repairing locomotives and railroad cars (except factory rebuilding or factory conversion)"
"3315",-1,"488390",-1,"ship scaling not done in shipyards, repairs and routine maintenance performed by floating dry-docks"
"3315",-1,"811310",-1,"repair of shopping carts"
"3315",-1,"811490",-1,"pleasure boat repair and maintenance services (not also selling new boats), repair of animal drawn vehicles"
"3319",-1,"711510",-1,"restoration services for organs and similar instruments"
"3319",-1,"811310",-1,"repair of miscellaneous commercial and industrial equipment, such as fishing nets, fertilizer bags, plastics and rubber products, non-metallic mineral products, parking meters, and commercial timing mechanisms"
"3319",-1,"811490",-1,"repair of pin ball machines and other coin-operated games, and similar equipment"
"3320",-1,"238220",-1,"industrial furnace and power boiler installation"
"3320",-1,"238290",-1,"installation of industrial machinery and equipment by specialty contractors"
"3510",-1,"221111",0,
"3510",-1,"221112",0,
"3510",-1,"221113",0,
"3510",-1,"221114",0,
"3510",-1,"221115",0,
"3510",-1,"221116",0,
"3510",-1,"221117",0,
"3510",-1,"221118",0,"except solar, wind, geothermal, and biomass electric power generation"
"3510",-1,"221121",0,
"3510",-1,"221122",0,
"3520",0,"221210",0,
"3530",-1,"221330",0,
"3530",-1,"312113",0,
"3600",0,"221310",-1,"except long distance water pipelines"
"3700",-1,"221320",0,
"3700",-1,"562219",-1,"treatment and filtration of nonhazardous industrial waste water (not part of sewer system)"
"3700",-1,"562991",0,
"3700",-1,"562998",0,
"3811",-1,"562111",0,
"3811",-1,"562119",0,
"3812",0,"562112",0,
"3821",-1,"562212",0,
"3821",-1,"562213",0,"except treatment and filtration of nonhazardous industrial waste water (not part of sewer system)"
"3821",-1,"562219",-1,
"3822",0,"562211",0,
"3830",-1,"488390",-1,"ship breaking or dismantling done on a floating dry dock"
"3830",-1,"562920",0,
"3900",0,"562910",0,
"4100",-1,"236115",0,
"4100",-1,"236116",0,
"4100",-1,"236117",0,
"4100",-1,"236118",0,
"4100",-1,"236210",-1,"except chemical plant and industrial oven construction"
"4100",-1,"236220",-1,"except stadium construction"
"4210",-1,"237310",-1,"except traffic signaling and highway lighting installation contractors"
"4210",-1,"237990",-1,"construction of tunnels, subways, and railroads"
"4210",-1,"238990",-1,"interlocking block walkways, driveways, patios, etc."
"4220",-1,"237110",0,
"4220",-1,"237120",-1,"except refinery construction"
"4220",-1,"237130",0,
"4220",-1,"237990",-1,"construction of hydroelectric generating facilities"
"4290",-1,"236210",-1,"chemical plant construction"
"4290",-1,"236220",-1,"stadium construction"
"4290",-1,"237120",-1,"refinery construction"
"4290",-1,"237210",0,
"4290",-1,"237990",-1,"marine construction projects, ski lift construction, outdoor recreational facility construction including athletic fields, golf courses, playgrounds, tennis courts, and similar"
"4311",0,"238910",-1,"demolition of buildings and other structures"
"4312",-1,"213113",-1,"overburden removal for coal mining"
"4312",-1,"213114",-1,"overburden removal for ferrous metal mining, performed on a contract or fee basis"
"4312",-1,"213115",-1,"overburden removal for nonmetallic mining, performed on a contract or fee basis"
"4312",-1,"237990",-1,"microtunneling (horizontal drilling to install cables, conduit, drains, and similar), drainage projects (such as urban storm water runoff control systems), soil stabilization using anchored earth procedures"
"4312",-1,"238910",-1,"except demolition, septic and cess pool installation, pile driving and rental of construction equipment (except bulldozers) with operator"
"4321",-1,"237310",-1,"traffic signaling and lighting installation contractors (if they are specialized in this activity only)"
"4321",-1,"238210",0,
"4321",-1,"238290",-1,"installation of residential satellite dishes"
"4322",0,"238220",-1,"except boiler chipping, cleaning, and scaling; industrial furnace and power boiler installation; chimney liner installation"
"4329",-1,"238290",-1,"except repair and maintenance of miscellaneous building equipment, installation of industrial machinery and equipment by specialty contractors, and installation of satellite dishes"
"4329",-1,"238310",-1,"soundproofing and building insulation contractors (wall cavity, attic, for example)"
"4330",-1,"238140",-1,"glass block and stucco installation contractors"
"4330",-1,"238150",0,
"4330",-1,"238310",-1,"fireproof flooring construction contractors"
"4330",-1,"238310",-1,"except soundproofing and building insulation contractors"
"4330",-1,"238320",0,
"4330",-1,"238330",0,"except fireproof flooring construction contractors"
"4330",-1,"238340",0,
"4330",-1,"238350",0,
"4330",-1,"238390",-1,"except waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
"4390",-1,"236210",-1,"industrial oven construction"
"4390",-1,"238110",0,
"4390",-1,"238120",0,
"4390",-1,"238130",0,
"4390",-1,"238140",-1,"except glass block and stucco installation contractors"
"4390",-1,"238160",0,
"4390",-1,"238170",0,
"4390",-1,"238190",0,"except building fireproofing contractors"
"4390",-1,"238220",-1,"chimney liner installation"
"4390",-1,"238310",-1,"building fireproofing contractors"
"4390",-1,"238390",-1,"waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
"4390",-1,"238910",-1,"septic tank and cess pool installation, pile driving, rental of construction equipment (except bulldozers) with operator"
"4390",-1,"238990",-1,"except interlocking block walkways, driveways, patios, etc."
"4390",-1,"561790",-1,"power washing and other exterior cleaning"
"4510",-1,"423110",-1,"except motor vehicle bodies and motorcycles, wholesale"
"4510",-1,"423910",-1,"wholesale of go-carts"
"4510",-1,"425110",-1,"motor vehicle B2B"
"4510",-1,"425120",-1,"motor vehicle agents and brokers"
"4510",-1,"441110",0,
"4510",-1,"441120",0,
"4510",-1,"441210",-1,"except RV parts and accessories dealers"
"4510",-1,"441228",-1,"except retail aircraft and motorcycle dealers"
"4520",-1,"811111",0,
"4520",-1,"811112",0,
"4520",-1,"811113",0,
"4520",-1,"811118",0,
"4520",-1,"811121",-1,"except custom fabrication of trailer bodies in a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
"4520",-1,"811122",0,
"4520",-1,"811191",0,
"4520",-1,"811192",0,
"4520",-1,"811198",-1,"except motor vehicle emissions and safety inspection services"
"4520",-1,"811310",-1,"repair of trailers"
"4530",-1,"423110",-1,"motor vehicle bodies, wholesale"
"4530",-1,"423120",-1,"except new motorcycle parts, engine testing equipment, and mechanics' hand tools"
"4530",-1,"423130",-1,"except wholesale of motorcycle tires and tubes"
"4530",-1,"423140",-1,"except wholesale of used motorcycle parts"
"4530",-1,"423730",-1,"automotive air-conditioners, wholesale"
"4530",-1,"425110",-1,"parts B2B markets"
"4530",-1,"425120",-1,"parts agents and brokers"
"4530",-1,"441210",-1,"RV parts and accessories dealers"
"4530",-1,"441310",-1,"except auto audio stores"
"4530",-1,"441320",-1,"except motorcycle tire dealers, new and used"
"4530",-1,"452990",-1,"auto and home stores"
"4540",-1,"423110",-1,"motorcycle wholesalers"
"4540",-1,"423120",-1,"new motorcycle parts wholesale"
"4540",-1,"423130",-1,"wholesale of motorcycle tires and tubes"
"4540",-1,"423140",-1,"wholesale of used motorcycle parts"
"4540",-1,"425110",-1,"motorcycle and parts B2B markets"
"4540",-1,"425120",-1,"motorcycle agents and brokers"
"4540",-1,"441228",-1,"retail motorcycle dealers"
"4540",-1,"441320",-1,"motorcycle tire dealers, new and used"
"4540",-1,"811490",-1,"general motorcycle repair shops, without retailing new motorcycles"
"4610",-1,"425110",-1,"except B2B of motor vehicles, motorcycles, and parts"
"4610",-1,"425120",-1,"except agents and brokers for motor vehicles, motorcycles, and parts"
"4620",-1,"424440",-1,"live poultry"
"4620",-1,"424510",0,
"4620",-1,"424520",0,
"4620",-1,"424590",-1,"except cacao beans and raw, unrefined sugar"
"4620",-1,"424910",-1,"except fertilizers, pesticides and agricultural chemicals"
"4620",-1,"424930",0,
"4620",-1,"424990",-1,"dressed furs and skins, pet animals, bait, artificial and live Christmas trees, and oilseed cake"
"4630",-1,"424410",0,
"4630",-1,"424420",0,
"4630",-1,"424430",0,
"4630",-1,"424440",-1,"except live poultry"
"4630",-1,"424450",0,
"4630",-1,"424460",0,
"4630",-1,"424470",0,
"4630",-1,"424480",0,
"4630",-1,"424490",-1,"except flavoring extracts"
"4630",-1,"424590",-1,"cacao beans and raw, unrefined sugar"
"4630",-1,"424810",0,
"4630",-1,"424820",0,
"4630",-1,"424940",0,
"4630",-1,"424990",-1,"ice for food purposes"
"4641",-1,"423220",-1,"linens (bed, bath, table, etc.)"
"4641",-1,"424310",0,
"4641",-1,"424320",0,
"4641",-1,"424330",0,
"4641",-1,"424340",0,
"4641",-1,"424990",-1,"yarn, textile bags, and felt"
"4649",-1,"423210",-1,"household furniture"
"4649",-1,"423220",-1,"except linens and floor coverings"
"4649",-1,"423310",-1,"kitchen cabinets"
"4649",-1,"423410",-1,"except motion picture and theater projection equipment, commercial video equipment, and television cameras"
"4649",-1,"423450",-1,"medical instruments and orthopedic devices"
"4649",-1,"423460",0,
"4649",-1,"423610",-1,"lighting equipment and light bulbs"
"4649",-1,"423620",0,"except water heaters"
"4649",-1,"423850",-1,"janitorial supplies"
"4649",-1,"423910",-1,"except go-carts and hot tubs"
"4649",-1,"423920",0,
"4649",-1,"423940",-1,"except precious stones"
"4649",-1,"423990",-1,"pre-recorded audio and video tapes, CDs, records, and similar; luggage, and musical instruments"
"4649",-1,"424120",0,
"4649",-1,"424130",-1,"disposable cups, dishes, flatware, etc."
"4649",-1,"424210",0,
"4649",-1,"424690",-1,"cleaning and polishing preparations"
"4649",-1,"424920",0,
"4649",-1,"424990",-1,"leather goods (except belting, gloves, handbags, travel bags, and footwear)"
"4651",0,"423430",0,
"4652",-1,"423610",-1,"security systems merchant wholesalers"
"4652",-1,"423690",-1,"except sonar and radar equipment"
"4653",0,"423820",0,
"4659",-1,"423120",-1,"engine testing equipment"
"4659",-1,"423210",-1,"except household furniture"
